Colling,Context,Components,Tag,labels
निर्-धन,यदा तस्य ज्येष्ठः भ्राता निर्-धन ऐश्वर्यस्य वृत्तान्तम् अश्रृणोत् तदा तस्य गृहम्,निर्-धन,Bvp,Bahuvrihi
निर्-जला,रामनाथेन निमन्त्रिताः निर्-जला उपवासम् न कृतवन्तः आसन्,निर्-जला,Bvp,Bahuvrihi
स्थित-प्रज्ञः,महर्षिः उद्दालकः स्थित-प्रज्ञः,स्थित-प्रज्ञः,Bs6,Bahuvrihi
न-स्पृश्यः,अहम् बाल्य-कालस्य ताम् घटनाम् यदा भवता अहम् न-स्पृश्यः इति कृत्वा माम् पाठयितुम् न अनुमतम्,न-स्पृश्यः,Tn,Tatpurusha
राज-अमात्यैः,तत्र सुग्रीव-नाम कः वानरः स्व-अमात्यैः बान्धवैः सह वासं करोति स्म,स्व-अमात्यैः,T6,Tatpurusha
राम-सुग्रीवयोः,अन्यत् अपि पश्यामः किष्किन्धा-काण्डे राम-सुग्रीवयोः सख्यं वर्णितमस्ति,राम-सुग्रीवयोः,Di,Dvandva
महत्-राजः,एतत् आकर्ण्य कुपितः महत्-राजः अवदत् तस्य ईदृशं दुःसाहसम्,महत्-राजः,K1,Tatpurusha
सर्व-देव,सर्व-देव,सर्व-देव,K1,Tatpurusha
दान-वीरः,दान-वीरः कर्णः,दान-वीरः,T7,Tatpurusha
स-फलं,स्व-ज्ञानस्य उपयोगं कृत्वा जीवनं स-फलं कुर्वन्ति स्म,स-फलं,BvS,Bahuvrihi
सम्-आज्ञप्तः,तद् दृष्ट्वा क्रूरेण कार्यालय-अध्यक्षेण सम्-आज्ञप्तः मोहन: कार्यम् परित्यज्य जिगमिषव: सम्-उचितम् दण्डनीयाः,सम्-आज्ञप्तः,Tp,Tatpurusha
ज्येष्ठ-भगिनी,सायम् ज्येष्ठ-भगिनी नद्याम् अगच्छत् कनिष्ठ-भगिनी च राजन्-प्रासादम्,ज्येष्ठ-भगिनी,K1,Tatpurusha
राय-महाशयेन,सदानन्दझा-महोदयम् प्रति राय-महाशयेन उक्तम् ननु विद्वन् कुतूहल-परवशेन मया जिज्ञास्यते,राय-महाशयेन,K2,Tatpurusha
दुर्-दैवेन,सा विवशता यया सहसा एव केनचन न-लक्ष्येण दुर्-दैवेन हताः ते स्वकीयाम् सु-रक्षिताम् सुख-दाम् भूमिम्,दुर्-दैवेन,Bvp,Bahuvrihi
महत्-राजः,हनूमन् कुत्र महत्-राजः,महत्-राजः,K1,Tatpurusha
महत्-बाहो,दोषः उपपादितः यस्मात् तस्मात् यस्य यतेः हे महत्-बाहो निगृहीतानि सर्वशः सर्व-प्रकारैः मानस-आदि-भेदैः इन्द्रियाणि इन्द्रिय-अर्थेभ्यः,महत्-बाहो,Bs6,Bahuvrihi
दक्षिण-दिशि,अस्मिन् एव काले दक्षिण-दिशि शूरपद्यः नाम एकः महत्-शक्तिशाली क्रूरः राक्षसः,दक्षिण-दिशि,T6,Tatpurusha
सर्व-भूतानाम्,ईश्वरम् सुहृदम् सर्व-भूतानाम् सर्व-प्राणिनाम् प्रति-उपकार-निरपेक्ष तया उपकारिणम् सर्व-भूतानाम् हृदये-शयम् सर्व-कर्म-फल-अध्यक्षम् सर्व-प्रत्यय-साक्षिणम् माम् नारायणम् ज्ञात्वा,सर्व-भूतानाम्,K1,Tatpurusha
न-अन्त,न-अन्त न-मित-विक्रमः,न-अन्त,Bsmn,Bahuvrihi
आंग्ल-भाषा,विश्वविद्यालये आंग्ल-भाषा,आंग्ल-भाषा,K7,Tatpurusha
स-जीवम्,स-जीवम् अद्य तम् कर्तुम् निवारयति सागरः,स-जीवम्,BvS,Bahuvrihi
उप-चचार,स्वामिनः गृह-आगमन-अनन्तरम् तम् नियतम् उप-चचार,उप-चचार,Tp,Tatpurusha
प्र-रूढम्,छलेन माम् प्रहरता प्र-रूढम् न-यशः कृतम्,प्र-रूढम्,Tp,Tatpurusha
मूल-आद्यैः,एवम् अन्यासु पूजासु मूल-आद्यैः स्नानम् आचरेत्,मूल-आद्यैः,Bs6,Bahuvrihi
