Colling,Context,Components,Tag,labels
न-परिग्रहे,परिग्रहे कः दोषः न-परिग्रहे च कः लाभः,न-परिग्रहे,Tn,Tatpurusha
दल-अग्रम्,दल-अग्रम् भ्रामयेत् तेन तत्-अग्रम् तत्-अनन्तरम्,दल-अग्रम्,T6,Tatpurusha
कृत-अर्थः,मया कृत-अर्थः खलु पाकशासनः,कृत-अर्थः,Bs3,Bahuvrihi
कृत-अर्थः,प्रतिहारी-अय्य अवि किदत्थो तादसुमन्तो आअदो आर्य अपि कृत-अर्थः तात-सुमन्त्रः आ-गतः,कृत-अर्थः,Bs6,Bahuvrihi
कृत-अर्थः,आत्मनः मम रूप-दर्शनेन कृत-अर्थः एव त्वम् संवृत्तः इति तत् स्तौति,कृत-अर्थः,Bs3,Bahuvrihi
कृत-अर्थः,अहम् युष्मद्-प्रसादात् कृत-अर्थः न मे कर्तव्यम् अस्ति इति अभिप्रायः,कृत-अर्थः,Bs3,Bahuvrihi
कृत-अर्थः,यतः तत् परम-अर्थ-तत्त्वम् मत्तः श्रुतवान् असि अतः कृत-अर्थः त्वम् भारत इति,कृत-अर्थः,Bs3,Bahuvrihi
मनोरम-आगार,पति-देव सुगठित-गात्र उन्नत-भाल ललित-त्रिपुण्ड्र साक्षात् मूर्तिः विनयस्य मनोरम-आगार विद्याया,मनोरम-आगार,K1,Tatpurusha
न-व्यभिचारेण,मां च यः न-व्यभिचारेण भक्ति-योगेन सेवते,न-व्यभिचारेण,Bsmn,Bahuvrihi
न-व्यभिचारेण,ईश्वरम् नारायणम् सर्व-भूत-हृदय-आश्रितम् यः यतिः कर्मी वा न-व्यभिचारेण न कदाचित् यः व्यभिचरति भक्ति-योगेन भजनम्,न-व्यभिचारेण,Tn,Tatpurusha
न-व्यभिचारेण,तर्हि इष्टः प्रियः असि मे मम दृढम् न-व्यभिचारेण इति कृत्वा ततः तेन कारणेन वक्ष्यामि,न-व्यभिचारेण,Tn,Tatpurusha
कार्य-नियुक्ता,सेवका कार्य-नियुक्ता यत्र तत्र परिधावन्ति,कार्य-नियुक्ता,T7,Tatpurusha
न-अभिज्ञम्,भवताम् पलायन-अनन्तरम् सिहः माम् अवदत् त्वम् कीदृशम् न-अभिज्ञम् महत्-मन्त्रिन्-पद-अर्थम् आनीतवान्,न-अभिज्ञम्,Tn,Tatpurusha
वि-निर्मितम्,पर्वतस्य उपरि मन्दिरम् एकम् सुन्दरम् वि-निर्मितम् आसीत्,वि-निर्मितम्,Tp,Tatpurusha
न-चेतसः,कर्शयन्तः शरीर-स्थम् भूत-ग्रामम् न-चेतसः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,कर्शयन्तः शरीर-स्थं भूत-ग्रामम् न-चेतसः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,यतन्तः अपि न-कृत-आत्मानः न एनम् पश्यन्ति न-चेतसः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,न-शान्त-दर्पाः प्रयत्नम् कुर्वन्तः अपि न एनम् पश्यन्ति न-चेतसः न-विवेकिनः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,कर्शयन्तः कृशीकुर्वन्तः शरीर-स्थम् भूत-ग्रामम् करण-समुदायम् न-चेतसः न-विवेकिनः माम् च एव तद्-कर्म-बुद्धि-साक्षिन्-भूतम् अन्तःशरीर-स्थम्,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,सर्व-ज्ञान-विमूढान् तान् विद्धि नष्टान् न-चेतसः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,सर्व-ज्ञान-विमूढान् तान् विद्धि जानीहि नष्टान् नाशम् गतान् न-चेतसः न-विवेक इनः,न-चेतसः,Bsmn,Bahuvrihi
न-चेतसः,सर्व-ज्ञान्-विमूढान् तान् विद्धि नष्टान् न-चेतसः,न-चेतसः,Bs6,Bahuvrihi
न-चेतसः,यतन्तः अपि न-कृत-आत्मानः न एनं पश्यन्ति न-चेतसः,न-चेतसः,Bsmn,Bahuvrihi
सहन-शीलः,स अपि पितृ-सदृशः सहन-शीलः एव,सहन-शीलः,T3,Tatpurusha
