Colling,Context,Components,Tag,labels
दुर्-लभानि,अस्मिन् सभ्यता-युगे एवं-विधानि निदर्शनानि न दुर्-लभानि स्युः यत् अस्माकम् महत्-कवे: कालिदासस्य महतः,दुर्-लभानि,Bvp,Bahuvrihi
अधि-आत्मं,ते ब्रह्म तत् विदुः कृत्स्नम् अधि-आत्मं कर्म च अखिलम्,अधि-आत्मं,A1,Avyayibhava
एतत्-उपवेशनं,मम एतत्-उपवेशनं सुखं जनयति,एतत्-उपवेशनं,K1,Tatpurusha
चतुष्-पदी,अभूत् तावत् एव शव-यात्रा काचन तस्मात् एव चतुष्-पथाद् यान्ती दृष्टि-पथम् अगात्,चतुष्-पथाद्,Tds,Tatpurusha
आस्वाद-विधुरं,तपसा सर्व-विधं ज्ञानं प्राप्य सः साक्षात् महत्-विष्णोः अवतार-रूपेण,सर्व-विधं,K1,Tatpurusha
समृद्ध-वेगाः,तव अपि वक्त्राणि समृद्ध-वेगाः,समृद्ध-वेगाः,Bs6,Bahuvrihi
स्व-मायया,तदा वातापिः स्व-मायया पुनः राक्षस-रूपं स्वीकृत्य ऋषेः उदरं विदीर्य,स्व-मायया,T6,Tatpurusha
आ-जीवनं,अहम् एव एकाकी एनम् आ-जीवनं सम्यक् सेविष्ये,आ-जीवनं,A1,Avyayibhava
न-उचितम्,किम् एतत् न-उचितम् न विश्वनाथशास्त्री किम्-अर्थम् तस्य व्यवहारम् समर्थितवान्,न-उचितम्,Tn,Tatpurusha
महत्-राजः,महत्-राजः समुत्थाय तं परिषस्वजे उवाच च अहं,महत्-राजः,K1,Tatpurusha
न-जानन्तः,अन्ये तु एवम् न-जानन्तः श्रुत्वा अन्येभ्यः उपासते,न-जानन्तः,Tn,Tatpurusha
न-शेषतः,देह-भृता अज्ञेन न शक्यम् त्यक्तुम् संन्यसितुम् कर्माणि न-शेषतः निःशेषेण,न-शेषतः,Tn,Tatpurusha
हीन-कर्मणः,न-कर्मणः च बोद्धव्यम् गहना कर्मणः गतिः,न-कर्मणः,Tn,Tatpurusha
स्थान-आसनैः,क्रोधः विरोधः भीतिः च तस्मिन् न-आसन्,न-आसन्,Tn,Tatpurusha
निः-आशीः,किञ्च निर्-आशीः त्यक्त-आशीः निर्-ममः मम-भावः च निर्गतः यस्य,निर्-आशीः,Bsmn,Bahuvrihi
स्व-धर्मेण,एकम् आत्मन्-वस्तु इत्यर्थः अव्ययम् न व्येति स्वात्मना स्व-धर्मेण वा कूट-स्थम् इत्यर्थः ईक्षते पश्यति येन,स्व-धर्मेण,T6,Tatpurusha
तनु-त्वचः,तद्-वचः निशम्य मन्त्री परम-आह्लादितः जातः,तद्-वचः,T6,Tatpurusha
प्रति-निधयः,अत एव सखे एतस्याः: परम्पराया: प्रति-निधयः वयम् यदि भिक्षुका: न भवेम तर्हि,प्रति-निधयः,Tp,Tatpurusha
प्राप्त-भूतिना,भ्रात्रा दुःशासनेन उक्तः कर्णेन प्राप्त-भूतिना,प्राप्त-भूतिना,Bs3,Bahuvrihi
जिज्ञास-माना,पत्युः मौनीभावस्य उदन्ताभावस्य च कारणम् जिज्ञास-माना सा पितुः अग्रे रुरोद,जिज्ञास-माना,Bv,Bahuvrihi
इध्म-वह्नी,आसादयेत् इध्म-वह्नी भूमौ च स्रुक् स्रुव-द्वयम्,इध्म-वह्नी,Di,Dvandva
गुरु-जनम्,विज्ञानम् गुरु-जनम् च न-चिन्तयन् यदा हस्ति-सम्भ्रम-दिवसे कुन्तीभोज-दुहिता कुरङ्गी,गुरु-जनम्,K1,Tatpurusha
स्व-कर्म,ततः असौ स्व-कर्म निर्-आशः कटकम् प्रविष्टः,स्व-कर्म,T6,Tatpurusha
आय-व्ययौ,तत्-अर्थम् अपि च कथम् प्रबन्ध: कर्त्तव्य: केवलम् आय-व्यय अन्तरा न कस्मिन् अपि विषये योग्यता,आय-व्यय,Di,Dvandva
पुष्प-भरणैः,सहसा उक्तवान् अये कथम् चिन्तिता असि पुष्प-भरणैः एव ते मनस्-रथम् पूरयामि,पुष्प-भरणैः,T6,Tatpurusha
